model_name,model_id,synonyms,model_type,growth_properties,doi,pmed,model_treatment,model_comments,msi_status,mutational_burden,ploidy,parent_id,mutation_data,methylation_data,expression_data,cnv_data,crispr_ko_data,drug_data,sample_id,tissue,tissue_status,cancer_type,cancer_type_detail,age_at_sampling,sampling_day,sampling_month,sampling_year,sample_treatment,sample_treatment_details,sample_site,tnm_t,tnm_n,tnm_m,tnm_integrated,tumour_grade,patient_id,species,gender,ethnicity,smoking_status,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,suppliers
LB831-BLC,SIDM00181,,Cell Line,Unknown,,,,,MSS,4.6,3.124960969,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00642,Bladder,Unknown,Bladder Carcinoma,"('Bladder Carcinoma  (C4912)',)",,,,,Unknown,,Unknown,,,,,,SIDP00571,Homo Sapiens,Unknown,Unknown,Unknown,,753584,ACH-002266,LB831BLC_URINARY_TRACT,CVCL_1370,
LB996-RCC,SIDM00180,,Cell Line,Unknown,,,,,MSS,3,1.990739243,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00643,Kidney,Unknown,Kidney Carcinoma,"('Renal Cell Carcinoma  (C9385)',)",,,,,Unknown,,Unknown,,,,,,SIDP00572,Homo Sapiens,Unknown,Unknown,Unknown,,753585,ACH-002155,LB996RCC_KIDNEY,CVCL_1371,
LC-1-sq,SIDM00300,Lung cancer-1/squamous,Cell Line,Adherent,,,,,MSS,15.26666667,2.351208534,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00679,Lung,Tumour,Squamous Cell Lung Carcinoma,"('Squamous Cell Lung Carcinoma  (C3493)',)",69,,,,Unknown,,Lung,,,,,,SIDP00607,Homo Sapiens,Male,East Asian,Unknown,"LC-1F (Floating variant) is from the same patient as LC-1-sq (Lung Cancer-1/Squamous). 
LC-1-sq-SF is a variant of LC-1-sq cultured in serum-free media (RIKEN).",1298223,ACH-002156,LC1SQ_LUNG,CVCL_3008,RIKEN:RCB0455
LC-1-sq-SF,SIDM01226,LC-1/sq-Serum Free,Cell Line,Adherent,,,,,,,,SIDM00300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00679,Lung,Tumour,Squamous Cell Lung Carcinoma,"('Squamous Cell Lung Carcinoma  (C3493)',)",69,,,,Unknown,,Lung,,,,,,SIDP00607,Homo Sapiens,Male,East Asian,Unknown,"LC-1F (Floating variant) is from the same patient as LC-1-sq (Lung Cancer-1/Squamous). 
LC-1-sq-SF is a variant of LC-1-sq cultured in serum-free media (RIKEN).",,ACH-001113,LC1SQSF_LUNG,CVCL_5480,RIKEN:RCB0438
LC-1F,SIDM00298,,Cell Line,Suspension,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00680,Lung,Tumour,Squamous Cell Lung Carcinoma,"('Squamous Cell Lung Carcinoma  (C3493)',)",69,,,,Unknown,,Lung,,,,,,SIDP00607,Homo Sapiens,Male,East Asian,Unknown,"LC-1F (Floating variant) is from the same patient as LC-1-sq (Lung Cancer-1/Squamous). 
LC-1-sq-SF is a variant of LC-1-sq cultured in serum-free media (RIKEN).",907785,ACH-000705,LC1F_LUNG,CVCL_1372,RIKEN:RCB0439
LC-2-ad,SIDM00297,,Cell Line,Adherent,,,,,MSS,12.8,3.372390699,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00681,Lung,Metastasis,Lung Adenocarcinoma,"('Lung Adenocarcinoma  (C3512)',)",51,,,,Unknown,,Pleural Effusion,,,,,,SIDP00608,Homo Sapiens,Female,East Asian,Unknown,,907786,ACH-002157,LC2AD_LUNG,CVCL_1373,RIKEN:RCC0440
LC4-1,SIDM00549,,Cell Line,Suspension,,,,,MSS,9.766666667,1.95738756,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01009,Haematopoietic and Lymphoid,Tumour,B-Lymphoblastic Leukemia,"('Childhood Precursor B Lymphoblastic Leukemia  (C9140)',)",13,,,,Unknown,,Peripheral blood,,,,,,SIDP00903,Homo Sapiens,Female,Unknown,Unknown,,907787,ACH-002267,LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1374,JCRB:JCRB0114
LCLC-103H,SIDM00345,,Cell Line,Adherent,,,,,MSS,11.5,3.913975367,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01096,Lung,Metastasis,Non-Small Cell Lung Carcinoma,"('Large Cell Lung Carcinoma  (C4450)',)",61,,,,Chemotherapy;Radiotherapy,,Pleural effusion,,,,,,SIDP00985,Homo Sapiens,Male,White,Unknown,,753586,ACH-000627,LCLC103H_LUNG,CVCL_1375,DSMZ:ACC-384
LCLC-97TM1,SIDM00344,,Cell Line,Adherent,,,,,MSS,10.8,2.800251463,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01097,Lung,Tumour,Non-Small Cell Lung Carcinoma,"('Large Cell Lung Carcinoma  (C4450)',)",44,,,,None,,Unknown,,,,,,SIDP00986,Homo Sapiens,Male,White,Unknown,,946361,ACH-000596,LCLC97TM1_LUNG,CVCL_1376,DSMZ:ACC-388
LIM1215,SIDM00014,,Cell Line,Unknown,,,,,,,1.977849767,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,SIDS00769,Large Intestine,Unknown,Colorectal Carcinoma,"('Colon Carcinoma  (C4910)',)",,,,,Unknown,,Unknown,,,,,,SIDP00690,Homo Sapiens,Unknown,Unknown,Unknown,,2162949,ACH-001546,LIM1215_LARGE_INTESTINE,CVCL_2574,ECACC:10092301
LK-2,SIDM00548,,Cell Line,Adherent,,,,,MSS,12.76666667,2.68877954,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01010,Lung,Tumour,Squamous Cell Lung Carcinoma,"('Squamous Cell Lung Carcinoma  (C3493)',)",74,,,,Unknown,,Unknown,,,,,,SIDP00904,Homo Sapiens,Male,Unknown,Unknown,,687787,ACH-000769,LK2_LUNG,CVCL_1377,JCRB:JCRB0829
LN-18,SIDM00685,LN018,Cell Line,Adherent,,,,,MSS,16.16666667,2.535260577,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00180,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",65,,,1976,Unknown,,Right temporal lobe,,,,,,SIDP00145,Homo Sapiens,Male,White,Unknown,,1240168,ACH-000819,LN18_CENTRAL_NERVOUS_SYSTEM,CVCL_0392,ATCC:CRL-2610
LN-229,SIDM00684,LNT-229,Cell Line,Adherent,,10416987,,,MSS,9.233333333,3.676168433,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00181,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",60,,,1979,Unknown,,Right frontal parieto-occipital cortex,,,,,,SIDP00146,Homo Sapiens,Female,White,Unknown,,1240169,ACH-000595,LN229_CENTRAL_NERVOUS_SYSTEM,CVCL_0393,ATCC:CRL-2611
LN-405,SIDM00343,,Cell Line,Adherent,,,,,MSS,5.4,4.779817203,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01098,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",62,,,1986,Unknown,,Unknown,,,,,,SIDP00987,Homo Sapiens,Female,Unknown,Unknown,,910694,ACH-002268,LN405_CENTRAL_NERVOUS_SYSTEM,CVCL_1378,DSMZ:ACC-189
LN-464,SIDM00058,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00747,Central Nervous System,Unknown,Glioblastoma,"('Glioblastoma  (C3058)',)",,,,,Unknown,,Unknown,,,,,,SIDP00670,Homo Sapiens,Unknown,Unknown,Unknown,LN-464 and ACN share common ancestry (Sanger & Broad).,,ACH-000676,LN464_CENTRAL_NERVOUS_SYSTEM,CVCL_3962,Unknown:Unknown
LN-Z308,SIDM00682,LN-308,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00183,Central Nervous System,Tumour,Low Grade Glioma,"('Astrocytoma  (C60781)',)",,,,,Unknown,,Unknown,,,,,,SIDP00148,Homo Sapiens,Male,Unknown,Unknown,LNZTA3WT4 was derived from the glioblastoma cell line LN-Z308 (ATCC).,,ACH-000760,LNZ308_CENTRAL_NERVOUS_SYSTEM,CVCL_0394,unknown:unknown
LNCaP-Clone-FGC,SIDM00683,LNCaP.FGC;LNCaP-ATCC,Cell Line,Semi-Adherent,,,,,MSI,90.83333333,3.776481166,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00182,Prostate,Metastasis,Prostate Carcinoma,"('Prostate Carcinoma  (C4863)',)",50,,,1977,Unknown,,Left supraclavicular lymph node,,,,,,SIDP00147,Unknown,Male,White,Unknown,,907788,ACH-000977,LNCAPCLONEFGC_PROSTATE,CVCL_1379,ATCC:CRL-1740
LNZTA3WT4,SIDM01220,LNZTA3p53WT4,Cell Line,Adherent,,,,,MSS,13.26666667,3.290436795,SIDM00682,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00183,Central Nervous System,Tumour,Low Grade Glioma,"('Astrocytoma  (C60781)',)",,,,,Unknown,,Unknown,,,,,,SIDP00148,Homo Sapiens,Male,Unknown,Unknown,LNZTA3WT4 was derived from the glioblastoma cell line LN-Z308 (ATCC).,1240170,ACH-002269,LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM,CVCL_3540,ATCC:CRL-11543
LOU-NH91,SIDM00341,,Cell Line,Adherent,,,,,MSS,5.2,2.119891313,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01100,Lung,Tumour,Squamous Cell Lung Carcinoma,"('Squamous Cell Lung Carcinoma  (C3493)',)",64,,,,Unknown,,Lower right lung lobe,,,,,,SIDP00989,Homo Sapiens,Female,Unknown,Unknown,,1298226,ACH-000176,LOUNH91_LUNG,CVCL_2104,DSMZ:ACC-393
LOUCY,SIDM00342,,Cell Line,Suspension,,,,,MSS,6.033333333,3.763594924,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01099,Haematopoietic and Lymphoid,Tumour,T-Lymphoblastic Leukemia,"('Adult Precursor T Lymphoblastic Leukemia  (C9142)',)",38,,,,Unknown,,Peripheral blood,,,,,,SIDP00988,Homo Sapiens,Female,Unknown,Unknown,,907789,ACH-000104,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1380,DSMZ:ACC-394
LoVo,SIDM00839,,Cell Line,Adherent,,,,,MSI,56.06666667,2.123303262,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00026,Large Intestine,Metastasis,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",56,,,1971,Unknown,,Left supraclavicular region,,,,,,SIDP00020,Homo Sapiens,Male,White,Unknown,NCOL-1 has been shown to be derived from LoVo (ICLAC).,907790,ACH-000950,LOVO_LARGE_INTESTINE,CVCL_0399,JCRB:IFO50067
LOXIMVI,SIDM00149,,Cell Line,Unknown,,,,,MSS,15.13333333,3.164312032,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00827,Skin,Metastasis,Melanoma,"('Amelanotic Melanoma  (C3802)',)",,,,,Unknown,,Unknown,,,,,,SIDP00739,Homo Sapiens,Male,Unknown,Unknown,,905974,ACH-000750,LOXIMVI_SKIN,CVCL_1381,NCI:LOX IMVI
LP-1,SIDM00340,,Cell Line,Suspension,,,,,MSS,6.533333333,3.473378305,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01101,Haematopoietic and Lymphoid,Tumour,Plasma Cell Myeloma,"('Plasma Cell Myeloma  (C3242)',)",56,,,1986,Unknown,,Peripheral blood,,,,,,SIDP00990,Homo Sapiens,Female,Unknown,Unknown,,907791,ACH-000204,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0012,DSMZ:ACC-41
LS-1034,SIDM00681,,Cell Line,Adherent,,,,,MSS,3.766666667,3.058202694,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00184,Large Intestine,Tumour,Colorectal Carcinoma,"('Cecum Adenocarcinoma  (C5543)',)",54,,,1989,Unknown,,Cecum,,,,,,SIDP00149,Homo Sapiens,Male,White,Unknown,,917486,ACH-000252,LS1034_LARGE_INTESTINE,CVCL_1382,ATCC:CRL-2158
LS-123,SIDM00776,,Cell Line,Adherent,,,,,MSS,8.033333333,2.724264561,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00050,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",65,,3,1974,Unknown,,Colon,,,,,,SIDP00039,Homo Sapiens,Female,White,Unknown,,907792,ACH-000501,LS123_LARGE_INTESTINE,CVCL_1383,ATCC:CCL-255
LS-174T,SIDM01200,,Cell Line,Adherent,,,,,,,,SIDM00680,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00185,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",58,,,,Unknown,,Colon,,,,,,SIDP00150,Homo Sapiens,Female,White,Unknown,"LS-180 is a variant of LS-174T that has not been trypsinized during subculture, however LS-174T has been subcultured by trypsinization (ATCC).",,,,,ATCC:CL-188
LS-180,SIDM00680,,Cell Line,Adherent,,,,,MSI,66.53333333,1.932594863,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00185,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",58,,,,Unknown,,Colon,,,,,,SIDP00150,Homo Sapiens,Female,White,Unknown,"LS-180 is a variant of LS-174T that has not been trypsinized during subculture, however LS-174T has been subcultured by trypsinization (ATCC).",998189,ACH-000957,LS180_LARGE_INTESTINE,CVCL_0397,ATCC:CL-187
LS-411N,SIDM00660,,Cell Line,Adherent,,,,,MSI,116.7333333,3.302509972,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00186,Large Intestine,Tumour,Colorectal Carcinoma,"('Cecum Adenocarcinoma  (C5543)',)",32,,,1985,Unknown,,Cecum,,,,,,SIDP00151,Homo Sapiens,Male,White,Unknown,,907794,ACH-000985,LS411N_LARGE_INTESTINE,CVCL_1385,ATCC:CRL-2159
LS-513,SIDM00677,,Cell Line,Adherent,,,,,MSS,7.833333333,2.221056871,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00187,Large Intestine,Tumour,Colorectal Carcinoma,"('Cecum Adenocarcinoma  (C5543)',)",63,,,,Unknown,,Cecum,,,,,,SIDP00152,Homo Sapiens,Male,White,Unknown,,907795,ACH-000007,LS513_LARGE_INTESTINE,CVCL_1386,ATCC:CRL-2134
LU-134-A,SIDM00296,NCC-c-Lu-134-A-H,Cell Line,Suspension,,,,,MSS,12.86666667,2.513269321,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00682,Lung,Tumour,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",80,,,,Unknown,,Lung,,,,,,SIDP00609,Homo Sapiens,Male,East Asian,Unknown,Lines LU-134-A and LU-134-B have been shown to be related (RIKEN).,753588,ACH-002051,LU134A_LUNG,CVCL_1387,RIKEN:RCB0466
LU-134-B,SIDM00295,,Cell Line,Suspension,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00682,Lung,Tumour,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",80,,,,Unknown,,Lung,,,,,,SIDP00609,Homo Sapiens,Male,East Asian,Unknown,Lines LU-134-A and LU-134-B have been shown to be related (RIKEN).,,,,,RIKEN:RCB0467
LU-135,SIDM00294,NCC-c-Lu-135,Cell Line,Semi-Adherent,,,,,MSS,14.2,2.436547753,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00683,Lung,Tumour,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",69,,,,Unknown,,Unknown,,,,,,SIDP00610,Homo Sapiens,Male,East Asian,Unknown,,713899,ACH-001549,LU135_LUNG,CVCL_1389,RIKEN:RCB0468
LU-139,SIDM00293,NCC-c-Lu-139,Cell Line,Suspension,,,,,MSS,14.93333333,2.9161907,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00684,Lung,Tumour,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",63,,,,Unknown,,Unknown,,,,,,SIDP00611,Homo Sapiens,Male,East Asian,Unknown,,713878,ACH-002052,LU139_LUNG,CVCL_1390,RIKEN:RCB0469
LU-165,SIDM00292,,Cell Line,Suspension,,,,,MSS,15.56666667,1.846327222,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00685,Lung,Metastasis,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",50,,,,Unknown,,Lymph Node,,,,,,SIDP00612,Homo Sapiens,Male,East Asian,Unknown,,753589,ACH-002077,LU165_LUNG,CVCL_1391,RIKEN:RCB1184
LU-65,SIDM00547,LU-65M;C-Lu65,Cell Line,Unknown,,,,,MSS,10.96666667,4.431119283,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01011,Lung,Tumour,Non-Small Cell Lung Carcinoma,"('Giant Cell Lung Carcinoma  (C4452)',)",64,,,,Unknown,,Lung,,,,,,SIDP00905,Homo Sapiens,Male,East Asian,Unknown,,724863,ACH-000438,LU65_LUNG,CVCL_1392,JCRB:JCRB0079
LU-99,SIDM00546,C-Lu99,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS01012,Lung,Tumour,Non-Small Cell Lung Carcinoma,"('Giant Cell Lung Carcinoma  (C4452)',)",63,,,,Unknown,,Unknown,,,,,,SIDP00906,Homo Sapiens,Male,East Asian,Unknown,LU-99A is a subclone of LU-99.,,ACH-000444,LU99_LUNG,CVCL_3015,JCRB:JCRB0080
LU-99A,SIDM01219,,Cell Line,Unknown,,,,,MSS,11.13333333,2.60659824,SIDM00546,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01012,Lung,Tumour,Non-Small Cell Lung Carcinoma,"('Giant Cell Lung Carcinoma  (C4452)',)",63,,,,Unknown,,Unknown,,,,,,SIDP00906,Homo Sapiens,Male,East Asian,Unknown,LU-99A is a subclone of LU-99.,907796,,,CVCL_1393,JCRB:JCRB0044
LXF-289,SIDM00339,LXF 289L,Cell Line,Adherent,,,,,MSS,15.46666667,2.878074509,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01102,Lung,Tumour,Lung Adenocarcinoma,"('Lung Adenocarcinoma  (C3512)',)",63,,,,Unknown,,Unknown,,,,,,SIDP00991,Homo Sapiens,Male,Unknown,Unknown,,753592,ACH-000787,LXF289_LUNG,CVCL_1394,DSMZ:ACC-265
M00921,SIDM00178,,Cell Line,Unknown,,,,,MSS,,2.523164266,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,SIDS00645,Skin,Unknown,Melanoma,"('Melanoma  (C3224)',)",64,,,,Unknown,,Unknown,,,,,,SIDP00574,Homo Sapiens,Female,Unknown,Unknown,,1723793,ACH-002386,M00921_SKIN,,
M059J,SIDM00659,Mo 59J,Cell Line,Adherent,,,,,MSS,4.733333333,4.239484529,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00188,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",33,,,,None,,Brain,,,,,,SIDP00153,Homo Sapiens,Male,Unknown,Unknown,M059K and M059J cells concurrently from the same tumor specimen from a 33 year old male patient with untreated glioblastoma (ATCC).,949094,ACH-001118,M059J_CENTRAL_NERVOUS_SYSTEM,CVCL_0400,ATCC:CRL-2366
M059K,SIDM00639,,Cell Line,Adherent,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,SIDS00189,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",33,,,,None,,Brain,,,,,,SIDP00153,Homo Sapiens,Male,Unknown,Unknown,M059K and M059J cells concurrently from the same tumor specimen from a 33 year old male patient with untreated glioblastoma (ATCC).,1298232,ACH-000152,M059K_CENTRAL_NERVOUS_SYSTEM,CVCL_0401,ATCC:CRL-2365
M120326_2,SIDM00012,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00771,Skin,Tumour,Melanoma,"('Melanoma  (C3224)',)",,,,,Unknown,,Unknown,,,,,,SIDP00691,Homo Sapiens,Unknown,Unknown,Unknown,M120326_2 and M120327_3 were established from two different samples obtained from different regions of the same tumour.,,,,,
M120327_3,SIDM00013,,Cell Line,Unknown,,,,,,,3.190797011,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,SIDS00770,Skin,Tumour,Melanoma,"('Melanoma  (C3224)',)",,,,,Unknown,,Unknown,,,,,,SIDP00691,Homo Sapiens,Unknown,Unknown,Unknown,M120326_2 and M120327_3 were established from two different samples obtained from different regions of the same tumour.,1754025,ACH-002387,M1203273_SKIN,,
M14,SIDM00003,M14-MEL;UCLA-SO-M14;UCLA-SO-14;Melanoma 14,Cell Line,Unknown,,,,,MSS,36.06666667,2.888202821,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00780,Skin,Unknown,Melanoma,"('Amelanotic Melanoma  (C3802)',)",,,,,Unknown,,Unknown,,,,,,SIDP00698,Homo Sapiens,Male,Unknown,Unknown,"MDA-MB-435 and its variant MDA-MB435S have been found to be cross contaminated with M14 (ICLAC, DOI: 10.1002/ijc.31067)",905975,ACH-002159,M14_SKIN,CVCL_1395,NCI:M14
M980513,SIDM00177,,Cell Line,Unknown,,,,,MSS,,3.029205332,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,SIDS00646,Skin,Unknown,Melanoma,"('Melanoma  (C3224)',)",42,,,,Unknown,,Unknown,,,,,,SIDP00575,Homo Sapiens,Female,Unknown,Unknown,,1723794,ACH-002338,M980513_SKIN,CVCL_S675,
Malme-3,SIDM00010,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00773,Skin,Normal,Non-Cancerous,"('Non Cancerous  (C45714)',)",43,,,,Unknown,,Skin,,,,,,SIDP00692,Homo Sapiens,Male,White,Unknown,"Malme-3M is a tumour line isolated from the same patient as Malme-3, a normal skin fibroblast (ATCC).",,,,,ATCC:HTB-102
Malme-3M,SIDM00011,,Cell Line,Unknown,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIDS00772,Skin,Metastasis,Melanoma,"('Melanoma  (C3224)',)",43,,,,Unknown,,Lung,,,,,,SIDP00692,Homo Sapiens,Male,White,Unknown,"Malme-3M is a tumour line isolated from the same patient as Malme-3, a normal skin fibroblast (ATCC).",905953,ACH-000477,MALME3M_SKIN,CVCL_1438,ATCC:HTB-64
Marcus,SIDM00378,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS01063,Central Nervous System,Unknown,Low Grade Glioma,"('Astrocytoma  (C60781)',)",,,,,Unknown,,Unknown,,,,,,SIDP00954,Homo Sapiens,Unknown,Unknown,Unknown,"SK-MG-1 and Marcus share common ancestry (JCRB).

RERF-LC-OK has been shown to be contaminated with Marcus cell line (ICLAC).",,,,,JCRB:IFO50290
MC-1010,SIDM00009,,Cell Line,Unknown,,,,,,,1.956561381,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,SIDS00774,Haematopoietic and Lymphoid,Unknown,Acute Myeloid Leukemia,"('Acute Myeloid Leukemia  (C3171)',)",,,,,Unknown,,Unknown,,,,,,SIDP00693,Homo Sapiens,Unknown,Unknown,Unknown,,907798,ACH-002390,MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1396,ATCC:CRL-12253
MC-CAR,SIDM00636,,Cell Line,Suspension,,,,,MSS,6.433333333,1.952202057,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00191,Haematopoietic and Lymphoid,Transformed,Non-Cancerous,"('Non Cancerous  (C41168)',)",81,,,,Unknown,,Peripheral Blood,,,,,,SIDP00155,Homo Sapiens,Male,White,Unknown,MC-CAR-Z2 is a derivative of MC-CAR (ATCC).,683665,ACH-002270,MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1397,ATCC:CRL-8083
MC-CAR-Z2,SIDM00635,,Cell Line,Suspension,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00192,Haematopoietic and Lymphoid,Unknown,Non-Cancerous,"('Non Cancerous  (C41168)',)",81,,,,Unknown,,Peripheral Blood,,,,,,SIDP00155,Homo Sapiens,Male,White,Unknown,MC-CAR-Z2 is a derivative of MC-CAR (ATCC).,,,,,ATCC:CRL-8147
MC-IXC,SIDM01246,SK-N-MC-IXC,Cell Line,Adherent,,,,,MSS,6.066666667,1.873661986,SIDM00634,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00193,Bone,Metastasis,Ewing's Sarcoma,"('Askin s Tumor  (C7542)',)",14,,,1971,Unknown,,Supra-orbital area,,,,,,SIDP00156,Homo Sapiens,Female,White,Unknown,MC-IXC is a twice cloned subline of the neuroepithelioma cell line SK-N-MC (ATCC).,908118,ACH-002160,MCIXC_BONE,CVCL_1398,ATCC:CRL-2270
MC116,SIDM00637,,Cell Line,Suspension,,,,,MSS,8.266666667,2.091960668,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00190,Haematopoietic and Lymphoid,Metastasis,B-Cell Non-Hodgkin's Lymphoma,"('B-Cell Non-Hodgkin s Lymphoma  (C3457)',)",0,,,,Unknown,,Ascites,,,,,,SIDP00154,Homo Sapiens,Male,Unknown,Unknown,,907799,ACH-000583,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1399,ATCC:CRL-1649
MCAS,SIDM00008,,Cell Line,Unknown,,,,,,,3.473284968,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,SIDS00775,Ovary,Unknown,Ovarian Carcinoma,"('Ovarian Cystadenocarcinoma  (C5228)',)",,,,,Unknown,,Unknown,,,,,,SIDP00694,Homo Sapiens,Unknown,Unknown,Unknown,,1240171,ACH-000796,MCAS_OVARY,CVCL_3020,JCRB:JCRB0240
MCC13,SIDM00007,MCC13TC,Cell Line,Unknown,,,,,,,1.963989987,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,SIDS00776,Skin,Unknown,Other Solid Carcinomas,"('Merkel Cell Carcinoma  (C9231)',)",,,,,Unknown,,Unknown,,,,,,SIDP00695,Homo Sapiens,Unknown,Unknown,Unknown,,1333003,ACH-001550,MCC13_SKIN,CVCL_2583,ECACC:10092302
MCC26,SIDM00006,MCC26TC,Cell Line,Unknown,,,,,,,2.454013896,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,SIDS00777,Skin,Unknown,Other Solid Carcinomas,"('Merkel Cell Carcinoma  (C9231)',)",,,,,Unknown,,Unknown,,,,,,SIDP00696,Homo Sapiens,Unknown,Unknown,Unknown,,1298234,ACH-001552,MCC26_SKIN,CVCL_2585,ECACC:10092304
